n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom,Burn,Cattle_head,Goat_head,Sheep_head,LSU_head,Ligcell,W_kg,Days,npastures,d_headha,Gdays,ANPPmax_gm2,Sk_gm2,Ddays,Edays,S0_gm2,Fdays,Cg_gheadday,Se_gm2,g_ggday,Lg_gm2,Sg_gm2,Sf_gm2,Lo_gm2,ANPPt_est,BNPPt_est,PDSOCt,DDSOCt,SOCeq_gm2,SOCeq_tha
1,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9030425015753)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.3655794851777,848.183977205753,187.012,0,84.8183977205753,0,20091.504798213347,84.8183977205753,0.014789482216181702,234.59162757989617,603.1780642495539,603.1780642495539,111.63586991661113,1108.7170623365398,358.8596176861944,117.35866178091702,14.022213648608545,7214.554698159007,72.14554698159007
2,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9030425015753)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.279261715834,848.0880685731488,187.012,0,84.80880685731489,0,20091.504798213347,84.8088068573149,0.014791154730002892,234.59162757989617,603.0801157015146,603.0801157015146,111.63586991661113,1108.6191137885005,358.868493728611,117.34917292078168,14.022213648608545,7213.41664874777,72.1341664874777
3,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9030425015753)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.4518972545212,848.2798858383569,187.012,0,84.82798858383569,0,20091.504798213347,84.82798858383569,0.014787810080557654,234.59162757989617,603.2760118161923,603.2760118161923,111.63586991661113,1108.8150099031782,358.85074333325747,117.36815079806416,14.022213648608545,7215.6929509193105,72.1569295091931
4,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.9022653753192)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.3655794851777,848.183977205753,187.012,0,84.8183977205753,0,20091.504798213347,84.8183977205753,0.014789482216181702,234.59162757989617,603.1780642495539,603.1780642495539,111.63586991661113,1108.7170623365398,358.8596176861944,117.35866178091702,14.022213648608545,7214.554698159007,72.14554698159007
5,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9022653753192)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.4518972545212,848.2798858383569,187.012,0,84.82798858383569,0,20091.504798213347,84.82798858383569,0.014787810080557654,234.59162757989617,603.2760118161923,603.2760118161923,111.63586991661113,1108.8150099031782,358.85074333325747,117.36815079806416,14.022213648608545,7215.6929509193105,72.1569295091931
6,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9022653753192)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.4518972545212,848.2798858383569,187.012,0,84.82798858383569,0,20091.504798213347,84.82798858383569,0.014787810080557654,234.59162757989617,603.2760118161923,603.2760118161923,111.63586991661113,1108.8150099031782,358.85074333325747,117.36815079806416,14.022213648608545,7215.6929509193105,72.1569295091931
7,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9022653753192)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.5382150238648,848.375794470961,187.012,0,84.8375794470961,0,20091.504798213347,84.83757944709609,0.01478613832300248,234.59162757989617,603.3739584020548,603.3739584020548,111.63586991661113,1108.9129564890407,358.84187066942957,117.37763997223418,14.022213648608545,7216.8314070814795,72.1683140708148
8,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072367, -30.9022653753192)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.495056139193,848.3278401546589,187.012,0,84.8327840154659,0,20091.504798213347,84.8327840154659,0.01478697415452947,234.59162757989617,603.3249852316812,603.3249852316812,111.63586991661113,1108.8639833186671,358.846306790228,117.3728953655206,14.022213648608545,7216.26215357186,72.1626215357186
9,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.5,0.5,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.901488249063)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.1929439464905,847.992159940545,187.012,0,84.7992159940545,0,20091.504798213347,84.7992159940545,0.014792827622149545,234.59162757989617,602.9821661714504,602.9821661714504,111.63586991661113,1108.5211642584363,358.8773714608784,117.3396842176472,14.022213648608545,7212.278802632816,72.12278802632817
10,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.901488249063)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.495056139193,848.3278401546589,187.012,0,84.8327840154659,0,20091.504798213347,84.8327840154659,0.01478697415452947,234.59162757989617,603.3249852316812,603.3249852316812,111.63586991661113,1108.8639833186671,358.846306790228,117.3728953655206,14.022213648608545,7216.26215357186,72.1626215357186
11,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.901488249063)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.495056139193,848.3278401546589,187.012,0,84.8327840154659,0,20091.504798213347,84.8327840154659,0.01478697415452947,234.59162757989617,603.3249852316812,603.3249852316812,111.63586991661113,1108.8639833186671,358.846306790228,117.3728953655206,14.022213648608545,7216.26215357186,72.1626215357186
12,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.901488249063)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.4518972545212,848.2798858383569,187.012,0,84.82798858383569,0,20091.504798213347,84.82798858383569,0.014787810080557654,234.59162757989617,603.2760118161923,603.2760118161923,111.63586991661113,1108.8150099031782,358.85074333325747,117.36815079806416,14.022213648608545,7215.6929509193105,72.1569295091931
13,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072368, -30.901488249063)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.4087383698495,848.231931522055,187.012,0,84.8231931522055,0,20091.504798213347,84.8231931522055,0.014788646101103052,234.59162757989617,603.227038155509,603.227038155509,111.63586991661113,1108.766036242495,358.85518029856405,117.36340626986343,14.022213648608545,7215.123799117226,72.15123799117225
14,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4292430022121, -30.9007111228068)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.279261715834,848.0880685731488,187.012,0,84.80880685731489,0,20091.504798213347,84.8088068573149,0.014791154730002892,234.59162757989617,603.0801157015146,603.0801157015146,111.63586991661113,1108.6191137885005,358.868493728611,117.34917292078168,14.022213648608545,7213.41664874777,72.1341664874777
15,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.49,0.49,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4300201284683, -30.9007111228068)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.2361028311622,848.0401142568468,187.012,0,84.80401142568468,0,20091.504798213347,84.80401142568469,0.014791991128777516,234.59162757989617,603.0311410592747,603.0311410592747,111.63586991661113,1108.5701391462605,358.87293238349014,117.34442854958998,14.022213648608545,7212.8477002815525,72.12847700281553
16,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.51,0.51,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4307972547244, -30.9007111228068)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.1497850618186,847.944205624243,187.012,0,84.7944205624243,0,20091.504798213347,84.7944205624243,0.01479366421013504,234.59162757989617,602.9331910379633,602.9331910379633,111.63586991661113,1108.4721891249492,358.88181096082207,117.3349399249518,14.022213648608545,7211.709955794952,72.11709955794953
17,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4315743809806, -30.9007111228068)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.495056139193,848.3278401546589,187.012,0,84.8327840154659,0,20091.504798213347,84.8327840154659,0.01478697415452947,234.59162757989617,603.3249852316812,603.3249852316812,111.63586991661113,1108.8639833186671,358.846306790228,117.3728953655206,14.022213648608545,7216.26215357186,72.1626215357186
18,TSTABTL014,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.49,0.49,774,15.5,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4323515072367, -30.9007111228068)",0.17667757931932349,3799.667079144698,1841.6360580384687,1552.531650918885,4139.083850040433,0.3,475,365,1,0.6243535251799682,187.012,763.2361028311622,848.0401142568468,187.012,0,84.80401142568468,0,20091.504798213347,84.80401142568469,0.014791991128777516,234.59162757989617,603.0311410592747,603.0311410592747,111.63586991661113,1108.5701391462605,358.87293238349014,117.34442854958998,14.022213648608545,7212.8477002815525,72.12847700281553
1,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9210024010573)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.8614747638601,845.4016386265112,187.61759999999998,0,84.54016386265113,0,20091.504798213347,84.54016386265113,0.010967869988797854,173.9638278613462,666.4450026591218,666.4450026591218,82.2367445784203,1171.9840007461075,379.90645871548406,129.33940097704198,10.376123183810543,7649.401045751047,76.49401045751047
2,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9210024010573)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.8614747638601,845.4016386265112,187.61759999999998,0,84.54016386265113,0,20091.504798213347,84.54016386265113,0.010967869988797854,173.9638278613462,666.4450026591218,666.4450026591218,82.2367445784203,1171.9840007461075,379.90645871548406,129.33940097704198,10.376123183810543,7649.401045751047,76.49401045751047
3,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9202251941788)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
4,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9202251941788)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7324666012211,845.2582962235789,187.61759999999998,0,84.52582962235789,0,20091.504798213347,84.52582962235789,0.010969729965619459,173.9638278613462,666.3007747863567,666.3007747863567,82.2367445784203,1171.8397728733426,379.9241244674838,129.3261526174018,10.376123183810543,7647.694237301873,76.47694237301873
5,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9202251941788)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.5604557177024,845.0671730196693,187.61759999999998,0,84.50671730196694,0,20091.504798213347,84.50671730196694,0.010972210916251536,173.9638278613462,666.1084700263468,666.1084700263468,82.2367445784203,1171.6474681133327,379.94768782448193,129.30848945535882,10.376123183810543,7645.4192461585235,76.45419246158524
6,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9202251941788)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7754693221007,845.3060770245563,187.61759999999998,0,84.53060770245564,0,20091.504798213347,84.53060770245564,0.010969109903255647,173.9638278613462,666.3488508103178,666.3488508103178,82.2367445784203,1171.8878488973037,379.9182352392988,129.33056864319994,10.376123183810543,7648.263119623124,76.48263119623124
7,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3968740516288, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
8,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
9,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
10,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.6464611594618,845.1627346216242,187.61759999999998,0,84.51627346216242,0,20091.504798213347,84.51627346216242,0.010970970300676345,173.9638278613462,666.2046225392226,666.2046225392226,82.2367445784203,1171.7436206262084,379.9359048569248,129.31732084812205,10.376123183810543,7646.556634114129,76.4655663411413
11,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7754693221007,845.3060770245563,187.61759999999998,0,84.53060770245564,0,20091.504798213347,84.53060770245564,0.010969109903255647,173.9638278613462,666.3488508103178,666.3488508103178,82.2367445784203,1171.8878488973037,379.9182352392988,129.33056864319994,10.376123183810543,7648.263119623124,76.48263119623124
12,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.4007600860212, -30.9194479873003)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7324666012211,845.2582962235789,187.61759999999998,0,84.52582962235789,0,20091.504798213347,84.52582962235789,0.010969729965619459,173.9638278613462,666.3007747863567,666.3007747863567,82.2367445784203,1171.8397728733426,379.9241244674838,129.3261526174018,10.376123183810543,7647.694237301873,76.47694237301873
13,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9186707804219)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7754693221007,845.3060770245563,187.61759999999998,0,84.53060770245564,0,20091.504798213347,84.53060770245564,0.010969109903255647,173.9638278613462,666.3488508103178,666.3488508103178,82.2367445784203,1171.8878488973037,379.9182352392988,129.33056864319994,10.376123183810543,7648.263119623124,76.48263119623124
14,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9186707804219)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
15,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9186707804219)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.5604557177024,845.0671730196693,187.61759999999998,0,84.50671730196694,0,20091.504798213347,84.50671730196694,0.010972210916251536,173.9638278613462,666.1084700263468,666.1084700263468,82.2367445784203,1171.6474681133327,379.94768782448193,129.30848945535882,10.376123183810543,7645.4192461585235,76.45419246158524
16,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9186707804219)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.68946388034135,845.2105154226015,187.61759999999998,0,84.52105154226015,0,20091.504798213347,84.52105154226015,0.01097035009808906,173.9638278613462,666.252698695998,666.252698695998,82.2367445784203,1171.7916967829838,379.9300143399914,129.32173668570445,10.376123183810543,7647.12540880092,76.4712540880092
17,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.4,0.4,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.4007600860212, -30.9186707804219)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.8614747638601,845.4016386265112,187.61759999999998,0,84.54016386265113,0,20091.504798213347,84.54016386265113,0.010967869988797854,173.9638278613462,666.4450026591218,666.4450026591218,82.2367445784203,1171.9840007461075,379.90645871548406,129.33940097704198,10.376123183810543,7649.401045751047,76.49401045751047
18,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3976512585073, -30.9178935735434)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.6464611594618,845.1627346216242,187.61759999999998,0,84.51627346216242,0,20091.504798213347,84.51627346216242,0.010970970300676345,173.9638278613462,666.2046225392226,666.2046225392226,82.2367445784203,1171.7436206262084,379.9359048569248,129.31732084812205,10.376123183810543,7646.556634114129,76.4655663411413
19,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.41,0.41,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3984284653858, -30.9178935735434)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.8184720429804,845.3538578255337,187.61759999999998,0,84.53538578255338,0,20091.504798213347,84.53538578255338,0.010968489910985741,173.9638278613462,666.3969267678998,666.3969267678998,82.2367445784203,1171.9359248548856,379.9123466553332,129.3349847630847,10.376123183810543,7648.832055770804,76.48832055770804
20,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.48,0.48,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3992056722643, -30.9178935735434)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.5174529968228,845.019392218692,187.61759999999998,0,84.50193922186921,0,20091.504798213347,84.50193922186921,0.010972831329263235,173.9638278613462,666.060393670209,666.0603936702089,82.2367445784203,1171.5993917571948,379.95358027531205,129.3040739002063,10.376123183810543,7644.850632877453,76.44850632877453
21,TSTABTL015,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,774,15.4,29.304004669189453,14.095439910888672,9.67866039276123,"c(28.3999828791428, -30.9178935735434)",0.17667757931932349,2829.8862468235834,1361.1959183411977,934.667743960223,3059.4726130537256,0.3,475,365,1,0.46150128394548046,187.61759999999998,760.7324666012211,845.2582962235789,187.61759999999998,0,84.52582962235789,0,20091.504798213347,84.52582962235789,0.010969729965619459,173.9638278613462,666.3007747863567,666.3007747863567,82.2367445784203,1171.8397728733426,379.9241244674838,129.3261526174018,10.376123183810543,7647.694237301873,76.47694237301873
1,TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,776,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3996967105578, -30.9138651411346)",0.17667757931932349,3527.792965132112,1886.9395077334575,1615.8653420127487,3878.0734501067327,0.3,475,365,1,0.5849818262215991,189.99799999999996,751.153369917279,834.6148554636433,189.99799999999996,0,83.46148554636433,0,20091.504798213347,83.46148554636433,0.014082142309664229,223.30778756654473,603.2210349842464,603.2210349842464,102.84137054000693,1108.7600330712323,361.4821060674243,118.26522765960786,13.209040903315344,7087.376698790623,70.87376698790622
