Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom,Burn,Cattle_head,Goat_head,Sheep_head,LSU_head,Ligcell,W_kg,Days,npastures,d_headha,Gdays,ANPPmax_gm2,Sk_gm2,Ddays,Edays,S0_gm2,Fdays,Cg_gheadday,Se_gm2,g_ggday,Lg_gm2,Sg_gm2,Sf_gm2,Lo_gm2,ANPPt_est,BNPPt_est,PDSOCt,DDSOCt,SOCeq_gm2,SOCeq_tha
TSTABTL016,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,775,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.40065, -30.91261667)",0.17667757931932349,3527.792965132112,1886.9395077334575,1615.8653420127487,3878.0734501067327,0.3,475,365,1,0.5849818262215991,188.84539999999998,755.8892733983096,839.8769704425662,188.84539999999998,0,83.98769704425662,0,20091.504798213347,83.98769704425662,0.013993912896796818,221.9531177492351,609.5850647646505,609.5850647646505,103.51870544866175,1114.7283140623344,362.4376565436444,119.0854370055433,13.181608839514823,7183.304344264731,71.83304344264731
TSTALSX001,TSTALSX,Lower Sinxaku,Tsitsa,1094.6336102649857,0.5675823774384452,621.2947469382291,0.01607142887743456,0,0.51,0.51,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6394024623215, -31.1066385923048)",0.01607142887743456,331.16650324347114,198.16789741759527,190.1075517377609,369.99404815900675,0.3,475,365,1,0.5955209664693859,172.82500000000002,776.1971322605707,862.4412580673007,172.82500000000002,0,86.24412580673008,0,20091.504798213347,86.24412580673008,0.013873307014635693,206.78359777971733,640.8364200177442,640.8364200177442,114.96785159356914,1145.9796693154283,373.32082910718617,136.28495070782964,13.030933699618101,9380.554463438944,93.80554463438945
TSTAUSX001,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0.10000000149011612,0.51,0.51,731,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6106885748243, -31.1058746083804)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,172.53300000000002,773.1618223918091,859.0686915464545,172.53300000000002,0,85.90686915464545,0,20091.504798213347,85.90686915464545,0.01070043453881104,158.59937809193602,691.7770638897825,691.7770638897825,88.46176239681871,1196.9203131874665,391.23766804716627,147.46138743121696,10.005976189794568,9968.159362482693,99.68159362482693
TSTAUSX002,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0,0.51,0.51,752,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6079616626037, -31.1372235221258)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,177.50359999999998,777.7920901123754,864.2134334581948,177.50359999999998,0,86.42134334581948,0,20091.504798213347,86.42134334581948,0.01063673386960787,163.1685565606566,693.9196330501276,693.9196330501276,86.1771731624584,1199.0628823478116,387.81917365202776,147.35842996891984,10.09850205378616,9395.748373265267,93.95748373265268
TSTAUSX003,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0,0.54,0.54,757,16.5,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6100020890679, -31.1257683534175)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,178.68099999999998,778.5632853418783,865.0703170465315,178.68099999999998,0,86.50703170465316,0,20091.504798213347,86.50703170465316,0.01062619779813857,164.25087071369083,694.0203184803141,694.0203184803141,85.636016085941307,1199.1635677779982,386.9533916136978,147.27128561632625,10.120418915385102,9262.16410848647,92.62164108486469
TSTAUSX004,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0,0.46,0.46,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6030784837299, -31.1199782525292)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,176.16139999999996,775.5885178448929,861.7650198276588,176.16139999999996,0,86.17650198276588,0,20091.504798213347,86.17650198276588,0.01066695454878552,161.9347515188675,692.3034657681306,692.3034657681308,86.79407568335294,1197.4467150658147,388.80906982596593,147.259203060167,10.073517501689928,9558.124502363336,95.58124502363336
TSTAUSX005,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0,0.46,0.46,733,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6086187882667, -31.0921365569576)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,172.679,774.899116017455,860.9990177971722,172.679,0,86.09990177971723,0,20091.504798213347,86.09990177971723,0.010676444581497035,158.73358725309023,693.6384424729581,693.6384424729582,88.39465781624159,1198.7816917706423,391.0735952559615,147.6867460000642,10.00869392530794,9946.783641334856,99.46783641334856
TSTAUSX006,TSTAUSX,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.01804281377008563,0.10000000149011612,0.52,0.52,747,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6112203270987, -31.1105195683259)",0.01804281377008563,705.9370809576476,422.42819147576245,405.2462094667047,788.7045210518943,0.3,475,365,1,0.4575271185786109,176.30739999999997,776.8193059155692,863.1325621284102,176.30739999999997,0,86.31325621284103,0,20091.504798213347,86.31325621284103,0.010650053886933897,162.06896068002175,693.5897572084772,693.5897572084772,86.72697110277583,1198.7330065061612,388.69114493786344,147.41559394515053,10.076235237203303,9529.721017826572,95.29721017826573
TSTAKMG001,TSTAKMG,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,802,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5336333333333, -30.91645)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.68359999999998,752.7189852883627,836.3544280981807,194.68359999999998,0,83.63544280981807,0,20091.504798213347,83.63544280981807,0.015659979813100213,254.9828241168886,572.0748964278773,572.0748964278773,111.53419359777004,1077.2181457255615,346.7473887215688,114.6189376806394,14.843939217443676,6574.788475333865,65.74788475333865
TSTAKMG002,TSTAKMG,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,794,14.7,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5264166666667, -30.8947166666667)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.7904,755.4576699449648,839.3974110499609,192.7904,0,83.93974110499609,0,20091.504798213347,83.93974110499609,0.015603209264407577,252.50324451892507,577.051344616752,577.051344616752,112.77398339675182,1082.1945939144362,349.02013542109233,115.4832217688758,14.793727730584916,6753.012265357062,67.53012265357061
TSTAKMG004,TSTAKMG,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,802,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5336333333333, -30.9164666666667)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.68359999999998,752.7189852883627,836.3544280981807,194.68359999999998,0,83.63544280981807,0,20091.504798213347,83.63544280981807,0.015659979813100213,254.9828241168886,572.0748964278773,572.0748964278773,111.53419359777004,1077.2181457255615,346.7473887215688,114.6189376806394,14.843939217443676,6574.788475333865,65.74788475333865
TSTANQY001,TSTANQY,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.39,0.39,815,14.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.57735, -30.9698166666667)",0.17607655846758902,659.6461967684413,312.147887099727,247.09588064939325,715.5705735433534,0.3,475,365,1,0.6436757048561695,194.7786,766.9934941897142,852.2149935441269,194.7786,0,85.22149935441269,0,20091.504798213347,85.22149935441267,0.015175059827132065,251.89573986074706,591.71920682776,591.71920682776,110.06867667477886,1096.8624561254442,347.5873273425609,114.44028197822234,14.6595588696888,6440.527913357181,64.40527913357181
TSTANQY003,TSTANQY,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.38,0.38,807,15,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5657666666667, -30.9599666666667)",0.17607655846758902,659.6461967684413,312.147887099727,247.09588064939325,715.5705735433534,0.3,475,365,1,0.6436757048561695,192.26099999999997,772.7977230036004,858.6641366706671,192.26099999999997,0,85.86641366706671,0,20091.504798213347,85.86641366706671,0.015061084957797883,248.63987543481204,600.7764832107973,600.7764832107973,111.69660888774638,1105.9197325084815,350.47302777320965,115.81168043336098,14.593627615063616,6661.395066587554,66.61395066587554
TSTABSW001,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0,0.49,0.49,782,15.9,33.818363189697266,16.082670211791992,12.416078567504885,"c(28.4968, -31.0160666666667)",0.14114713462585254,1951.23053404318,927.9277358921801,716.3750497947002,2115.660812611868,0.3,475,365,1,0.494594759328654,184.98560000000003,780.1023071075385,866.7803412305983,184.98560000000003,0,86.67803412305983,0,20091.504798213347,86.67803412305983,0.01146444203627727,183.82302063383085,676.746483714467,676.746483714467,89.4415315721512,1181.889733012151,377.1061886906147,132.67453306122027,11.067214364342272,7890.699493945741,78.9069949394574
TSTABSW002,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0,0.48,0.48,787,15.7,38.44083404541016,15.77312183380127,13.415796279907228,"c(28.50525, -31.0278166666667)",0.14114713462585254,2217.934934424671,910.0676093239302,774.0561301864775,2386.3473083757117,0.3,475,365,1,0.5578752820985372,186.6934,778.0770329998408,864.53003666648965,186.6934,0,86.45300366664897,0,20091.504798213347,86.45300366664897,0.012964909756410601,209.2563037997428,647.6115161432078,647.6115161432078,99.92795690447338,1152.7547654408918,367.4928514131091,127.1744496285734,12.521962558520755,7546.797770171521,75.46797770171521
TSTABSW003,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0.10000000149011612,0.45,0.45,776,15.9,38.140625,16.54329490661621,13.342466354370115,"c(28.4990833333333, -30.9931333333333)",0.14114713462585254,2200.613662761863,954.5045682549347,769.825186513523,2373.046638238709,0.3,475,365,1,0.5547658792556499,184.54760000000002,775.9755742062721,862.1950824514134,184.54760000000002,0,86.21950824514136,0,20091.504798213347,86.21950824514136,0.012927563090778868,205.69825579243312,648.2855570061184,648.2855570061184,100.5668562841198,1153.4288063038025,369.91572675233573,127.59716561658233,12.403737039100392,7769.193667858658,77.69193667858659
TSTABSW004,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0.5,0.44,0.44,803,15.2,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5553166666667, -30.9726)",0.14114713462585254,2176.7204851982724,1030.0350454379213,815.3744656644308,2361.2614363085077,0.3,475,365,1,0.5520107594001606,190.8894,775.3991517090336,861.5546130100373,190.8894,0,86.15546130100374,0,20091.504798213347,86.15546130100374,0.012872923728428243,211.71021884539414,643.4122754348487,643.4122754348487,96.55065506335836,1148.5555247325328,364.1134370462762,126.35110118933784,12.484565393304477,7179.397893876062,71.79397893876062
TSTABSW005,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0.4000000059604645,0.39,0.39,815,14.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.57535, -30.9831166666667)",0.14114713462585254,2176.7204851982724,1030.0350454379213,815.3744656644308,2361.2614363085077,0.3,475,365,1,0.5520107594001606,194.32340000000002,769.7943551526635,855.3270612807371,194.32340000000002,0,85.53270612807371,0,20091.504798213347,85.53270612807371,0.01296665021278159,215.51877443577834,634.0792839630353,634.0792839630353,94.64637726816625,1139.2225332607195,360.35002866415743,124.78664527072208,12.561688644009758,6868.040768922202,68.68040768922202
TSTABSW006,TSTABSW,Basuto West,Tsitsa,5769.736764308039,0.7413794298467531,4277.564152688544,0.14114713462585254,0,0.52,0.52,791,15.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5216666666667, -30.98145)",0.14114713462585254,2176.7204851982724,1030.0350454379213,815.3744656644308,2361.2614363085077,0.3,475,365,1,0.5520107594001606,186.9854,780.7378157482402,867.4864619424891,186.9854,0,86.74864619424892,0,20091.504798213347,86.74864619424893,0.01278489902461324,207.38039909441574,652.7492473298569,652.7492473298569,98.71556493884756,1157.8924966275408,367.8832254443434,127.90191396007184,12.396886543347163,7524.989187759818,75.24989187759819
