n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom,Burn,Cattle_head,Goat_head,Sheep_head,LSU_head,Ligcell,W_kg,Days,npastures,d_headha,Gdays,ANPPmax_gm2,Sk_gm2,Ddays,Edays,S0_gm2,Fdays,Cg_gheadday,Se_gm2,g_ggday,Lg_gm2,Sg_gm2,Sf_gm2,Lo_gm2,ANPPt_est,BNPPt_est,PDSOCt,DDSOCt,SOCeq_gm2,SOCeq_tha
6,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,795,14.5,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5177401060215, -30.8885161963341)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,193.75499999999997,750.6464376570963,834.0515973967736,193.75499999999997,0,83.40515973967736,0,20091.504798213347,83.40515973967736,0.015703217284750146,253.76660944613593,570.6373597197521,570.6373597197521,112.14230093314639,NA,NA,NA,14.819310870360933,NA,NA
7,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.47,0.47,784,15.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5209408889556, -30.937193172033)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,186.4744,775.9901835926402,862.2113151029334,186.4744,0,86.22113151029335,0,20091.504798213347,86.22113151029335,0.01378062799733486,221.56540225374266,631.6901429907184,631.6901429907184,106.06039321373538,NA,NA,NA,13.268844716432861,NA,NA
8,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.5,0.41,0.41,787,15.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5322553273769, -30.9375036325827)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,186.6934,778.3850022717987,864.872224746443,186.6934,0,86.4872224746443,0,20091.504798213347,86.4872224746443,0.013738229820028987,221.82561396695135,634.2030003233245,634.2030003233244,105.93028735713102,NA,NA,NA,13.274114003625337,NA,NA
9,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.48,0.48,788,15.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5133018747399, -30.928407320258)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.40959999999998,775.972739531401,862.1919328126677,187.40959999999998,0,86.21919328126677,0,20091.504798213347,86.21919328126677,0.013780937789298488,222.67658944183762,630.8545473387612,630.8545473387612,105.50479961968792,NA,NA,NA,13.291346256991783,NA,NA
10,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.36,0.36,805,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5424890071529, -30.9139663006067)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.90259999999998,754.8248662724103,838.6942958582337,194.90259999999998,0,83.86942958582337,0,20091.504798213347,83.86942958582337,0.015616290137292587,255.26965484367605,574.2486054971121,574.2486054971121,111.39077823437634,NA,NA,NA,14.849747539661122,NA,NA
11,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,794,14.7,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5314295906576, -30.8953325298882)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.7904,755.4149726388262,839.3499695986957,192.7904,0,83.93499695986958,0,20091.504798213347,83.93499695986958,0.015604091183653074,252.50324451892507,577.0028055153964,577.0028055153964,112.77398339675182,NA,NA,NA,14.793727730584916,NA,NA
12,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,795,14.8,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5172180962508, -30.9055495857656)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.3894,758.985787292694,843.3175414363267,192.3894,0,84.33175414363268,0,20091.504798213347,84.33175414363268,0.015530678323502385,251.97804305115446,581.4522827957545,581.4522827957545,113.03658413063714,NA,NA,NA,14.783092400862559,NA,NA
13,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.43,0.43,784,15.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5205555527257, -30.9385500848351)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,186.4744,776.1656841147592,862.4063156830657,186.4744,0,86.24063156830658,0,20091.504798213347,86.24063156830658,0.01377751202936802,221.56540225374266,631.8882674871129,631.8882674871129,106.06039321373538,NA,NA,NA,13.268844716432861,NA,NA
14,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,801,14.9,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5486383042584, -30.9311720965123)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,192.33459999999997,765.7471704948721,850.8301894387467,192.33459999999997,0,85.08301894387468,0,20091.504798213347,85.08301894387468,0.013964964497045262,228.52838253568683,614.8839043136418,614.8839043136418,102.5789030727633,NA,NA,NA,13.40984506714223,NA,NA
15,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.46,0.46,796,14.9,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5321111738542, -30.9137793724692)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,191.96959999999999,762.0967055791086,846.7741173101207,191.96959999999999,0,84.67741173101207,0,20091.504798213347,84.67741173101207,0.015467281288922252,251.42821867167783,585.3955668445062,585.3955668445062,113.31149632037545,NA,NA,NA,14.771958457178158,NA,NA
16,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.42,0.42,794,14.7,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5312362434955, -30.8942263085795)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.7904,755.3722753326875,839.3025281474306,192.7904,0,83.93025281474307,0,20091.504798213347,83.93025281474307,0.015604973202599282,252.50324451892507,576.9542661393693,576.9542661393693,112.77398339675182,NA,NA,NA,14.793727730584916,NA,NA
17,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.49,0.49,788,15.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5136820225155, -30.9292940072878)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.40959999999998,775.928862906352,862.1431810070578,187.40959999999998,0,86.21431810070578,0,20091.504798213347,86.21431810070578,0.013781717063107091,222.67658944183762,630.8050330841752,630.8050330841752,105.50479961968792,NA,NA,NA,13.291346256991783,NA,NA
18,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,802,14.5,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5432267493401, -30.9026132448084)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.26599999999996,755.3861642334734,839.3179602594149,194.26599999999996,0,83.9317960259415,0,20091.504798213347,83.9317960259415,0.015604686281902506,254.4358811419733,575.5191694324176,575.5191694324176,111.8076650852277,NA,NA,NA,14.832863622201641,NA,NA
19,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.34,0.34,795,14.8,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5192700606512, -30.9043196128795)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.3894,759.1573547388664,843.5081719320738,192.3894,0,84.35081719320738,0,20091.504798213347,84.35081719320738,0.015527168433489922,251.97804305115446,581.6472758395661,581.6472758395661,113.03658413063714,NA,NA,NA,14.783092400862559,NA,NA
20,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,801,14.9,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5490805007625, -30.9310929323443)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,192.33459999999997,765.9202956912083,851.0225507680092,192.33459999999997,0,85.10225507680093,0,20091.504798213347,85.10225507680093,0.013961807918960074,228.52838253568683,615.0790525191153,615.0790525191153,102.5789030727633,NA,NA,NA,13.40984506714223,NA,NA
21,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.42,0.42,783,15.7,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5093459176838, -30.9375270205155)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,186.4014,775.498565941422,861.6650732682467,186.4014,0,86.16650732682467,0,20091.504798213347,86.16650732682467,0.013789364054712525,221.4786650160064,631.1983914768877,631.1983914768877,106.10376183260351,NA,NA,NA,13.2670882873687,NA,NA
22,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,795,14.8,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5237190238984, -30.9072704904764)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.3894,758.9428954311508,843.2698838123897,192.3894,0,84.32698838123898,0,20091.504798213347,84.32698838123899,0.015531556043958474,251.97804305115446,581.4035338548628,581.4035338548628,113.03658413063714,NA,NA,NA,14.783092400862559,NA,NA
23,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,796,14.9,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.526870517687, -30.9152507143322)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,191.96959999999999,762.3121413068175,847.0134903409082,191.96959999999999,0,84.70134903409082,0,20091.504798213347,84.70134903409082,0.01546291010706695,251.42821867167783,585.6403775322508,585.6403775322508,113.31149632037545,NA,NA,NA,14.771958457178158,NA,NA
24,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.41,0.41,796,15.1,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.529127866118, -30.930365625648)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,190.92759999999996,767.8762482405571,853.1958313783967,190.92759999999996,0,85.31958313783969,0,20091.504798213347,85.31958313783969,0.01392624407145837,226.85661139192118,618.5744597738694,618.5744597738694,103.41478864464614,NA,NA,NA,13.375991701480977,NA,NA
25,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,805,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5429470981891, -30.9144479794837)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.90259999999998,754.6969105767038,838.5521228630041,194.90259999999998,0,83.85521228630041,0,20091.504798213347,83.85521228630043,0.015618937813784789,255.26965484367605,574.1033042230276,574.1033042230276,111.39077823437634,NA,NA,NA,14.849747539661122,NA,NA
26,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.45,0.45,796,14.6,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5393178569972, -30.8995073543611)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,193.3916,753.8567175633544,837.6185750703938,193.3916,0,83.7618575070394,0,20091.504798213347,83.7618575070394,0.015636345528170482,253.29065380177724,574.6435235063517,574.6435235063517,112.38027875532573,NA,NA,NA,14.809672768562672,NA,NA
27,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.44,0.44,787,15.5,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5041802231227, -30.9360965177536)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.96099999999998,772.6370444520738,858.4856049467487,187.96099999999998,0,85.84856049467487,0,20091.504798213347,85.84856049467487,0.013840434038801868,223.33175263208096,626.6049890308811,626.6049890308811,105.17721802456624,NA,NA,NA,13.304613311594212,NA,NA
28,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,805,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5438726648831, -30.9148386973121)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.90259999999998,754.7822143738415,838.6469048598238,194.90259999999998,0,83.8646904859824,0,20091.504798213347,83.86469048598241,0.015617172596378492,255.26965484367605,574.2001720017704,574.2001720017704,111.39077823437634,NA,NA,NA,14.849747539661122,NA,NA
29,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,795,14.8,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5226487622241, -30.9034088597086)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.3894,758.9428954311508,843.2698838123897,192.3894,0,84.32698838123898,0,20091.504798213347,84.32698838123899,0.015531556043958474,251.97804305115446,581.4035338548628,581.4035338548628,113.03658413063714,NA,NA,NA,14.783092400862559,NA,NA
30,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,805,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5465966758535, -30.9095944343192)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.90259999999998,754.654258678135,838.5047318645944,194.90259999999998,0,83.85047318645945,0,20091.504798213347,83.85047318645945,0.015619820572138995,255.26965484367605,574.0548699394517,574.0548699394517,111.39077823437634,NA,NA,NA,14.849747539661122,NA,NA
31,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,796,14.7,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5332962280458, -30.9053302346975)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.93640000000002,756.780704429471,840.8674493660789,192.93640000000002,0,84.08674493660789,0,20091.504798213347,84.08674493660789,0.015575931106012485,252.6944650034501,578.4126434521277,578.4126434521277,112.67837315448931,NA,NA,NA,14.797599945396545,NA,NA
32,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,793,15.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5438501677799, -30.9376576852642)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.77459999999996,779.9014780620329,866.5571978467032,187.77459999999996,0,86.65571978467032,0,20091.504798213347,86.65571978467032,0.01371151658315384,223.1102756305188,634.9656395687591,634.9656395687591,105.28795652534731,NA,NA,NA,13.300128402312579,NA,NA
33,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,800,14.6,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5412174644219, -30.9029943954736)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,193.6836,756.6602848921106,840.7336498801228,193.6836,0,84.07336498801229,0,20091.504798213347,84.07336498801229,0.01557840995478411,253.6730947708272,577.5422575092441,577.5422575092441,112.18905827080077,NA,NA,NA,14.817417198185932,NA,NA
34,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.49,0.49,788,15.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5088812746187, -30.9313535904033)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.40959999999998,775.928862906352,862.1431810070578,187.40959999999998,0,86.21431810070578,0,20091.504798213347,86.21431810070578,0.013781717063107091,222.67658944183762,630.8050330841752,630.8050330841752,105.50479961968792,NA,NA,NA,13.291346256991783,NA,NA
35,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.34,0.34,803,14.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5410143303888, -30.9205928465272)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,193.9026,759.0825058989677,843.4250065544086,193.9026,0,84.34250065544086,0,20091.504798213347,84.34250065544086,0.01408757541712739,230.39145087500785,605.9149834723424,605.9149834723424,101.6473689031028,NA,NA,NA,13.447572201013482,NA,NA
36,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.46,0.46,800,14.9,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5368101831139, -30.932012748024)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,192.2616,764.8444370390669,849.8271522656298,192.2616,0,84.98271522656299,0,20091.504798213347,84.98271522656299,0.013981447117628108,228.4416452979506,613.9336326744052,613.9336326744052,102.6222716916314,NA,NA,NA,13.408088638078073,NA,NA
37,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.45,0.45,796,15.1,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5310946472324, -30.9275318212679)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,190.92759999999996,767.7026416882107,853.002935209123,190.92759999999996,0,85.3002935209123,0,20091.504798213347,85.3002935209123,0.013929393321036388,226.85661139192118,618.3786924985202,618.3786924985202,103.41478864464614,NA,NA,NA,13.375991701480977,NA,NA
38,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,795,15.1,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5314666783989, -30.918609525628)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,190.85459999999995,767.0967684266546,852.3297426962829,190.85459999999995,0,85.2329742696283,0,20091.504798213347,85.2329742696283,0.013940395123299516,226.76987415418492,617.7618828751955,617.7618828751955,103.45815726351425,NA,NA,NA,13.374235272416817,NA,NA
39,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.43,0.43,802,14.5,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5427982120873, -30.906000487348)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.26599999999996,755.2580844392363,839.1756493769292,194.26599999999996,0,83.91756493769293,0,20091.504798213347,83.91756493769293,0.015607332589236779,254.4358811419733,575.3736860321924,575.3736860321924,111.8076650852277,NA,NA,NA,14.832863622201641,NA,NA
40,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.44,0.44,784,15.6,38.140625,16.54329490661621,13.342466354370115,"c(28.4991931242643, -30.9392251725236)",0.13909774721789178,803.6189126709168,348.5654643794966,281.1243471769853,866.5878938265649,0.3,475,365,1,0.5943365802739787,187.11759999999998,773.3174126824698,859.2415696471886,187.11759999999998,0,85.92415696471886,0,20091.504798213347,85.92415696471886,0.01389727484813319,223.43930148309116,626.8903156696086,626.8903156696086,106.20572089994694,NA,NA,NA,13.350623406513044,NA,NA
41,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,797,15.4,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.547441827736, -30.9426865690889)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,189.29659999999996,776.9840673625051,863.3156304027834,189.29659999999996,0,86.33156304027835,0,20091.504798213347,86.33156304027837,0.013763000425444495,224.91868762825248,630.3195924875167,630.3195924875167,104.38375052648045,NA,NA,NA,13.336748745266686,NA,NA
42,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,803,14.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5338599673265, -30.9178371588864)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,193.9026,758.8251801031529,843.1390890035032,193.9026,0,84.31390890035033,0,20091.504798213347,84.31390890035033,0.01409235266576168,230.39145087500785,605.6249398991819,605.6249398991819,101.6473689031028,NA,NA,NA,13.447572201013482,NA,NA
43,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,795,14.5,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5169059318776, -30.8892708523615)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,193.75499999999997,750.6464376570963,834.0515973967736,193.75499999999997,0,83.40515973967736,0,20091.504798213347,83.40515973967736,0.015703217284750146,253.76660944613593,570.6373597197521,570.6373597197521,112.14230093314639,NA,NA,NA,14.819310870360933,NA,NA
44,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.41,0.41,787,15.5,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5063292752812, -30.9354942677462)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.96099999999998,772.7680788494522,858.6311987216135,187.96099999999998,0,85.86311987216135,0,20091.504798213347,85.86311987216135,0.013838087185996524,223.33175263208096,626.752866293094,626.752866293094,105.17721802456624,NA,NA,NA,13.304613311594212,NA,NA
45,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.45,0.45,793,15.4,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.522442308313, -30.9303535575953)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,189.00459999999998,774.0071771919903,860.007974657767,189.00459999999998,0,86.00079746577671,0,20091.504798213347,86.00079746577671,0.013815933966489858,224.57173867730756,627.2240718192368,627.2240718192368,104.55722500195292,NA,NA,NA,13.32972302901005,NA,NA
46,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,805,14.4,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5431291038796, -30.9141130923159)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,194.90259999999998,754.7822143738415,838.6469048598238,194.90259999999998,0,83.8646904859824,0,20091.504798213347,83.86469048598241,0.015617172596378492,255.26965484367605,574.2001720017704,574.2001720017704,111.39077823437634,NA,NA,NA,14.849747539661122,NA,NA
47,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,795,14.8,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5234383847354, -30.9002820371244)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,192.3894,758.7713279849784,843.0792533166426,192.3894,0,84.30792533166426,0,20091.504798213347,84.30792533166428,0.015535067918099294,251.97804305115446,581.2085353688466,581.2085353688466,113.03658413063714,NA,NA,NA,14.783092400862559,NA,NA
48,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.46,0.46,787,15.5,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5021588604788, -30.9345176927721)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,187.96099999999998,772.5496881871551,858.3885424301723,187.96099999999998,0,85.83885424301724,0,20091.504798213347,85.83885424301724,0.013841999049623788,223.33175263208096,626.5064032924681,626.5064032924681,105.17721802456624,NA,NA,NA,13.304613311594212,NA,NA
49,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,803,14.6,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5371017945072, -30.9198887727722)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,193.9026,758.8251801031529,843.1390890035032,193.9026,0,84.31390890035033,0,20091.504798213347,84.31390890035033,0.01409235266576168,230.39145087500785,605.6249398991819,605.6249398991819,101.6473689031028,NA,NA,NA,13.447572201013482,NA,NA
50,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,794,15.1,41.338592529296875,19.336162567138672,18.39253616333008,"c(28.5175084200931, -30.9149965504522)",0.13909774721789178,870.9997484241446,407.410888978145,387.52878100020223,950.4937154219793,0.3,475,365,1,0.6518821557745725,190.78159999999994,766.5338160798146,851.7042400886829,190.78159999999994,0,85.1704240088683,0,20091.504798213347,85.1704240088683,0.015377748335796405,249.87226020855675,591.5841068971627,591.5841068971627,114.08947555193596,NA,NA,NA,14.740450298299956,NA,NA
51,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.46,0.46,795,15.1,37.72651290893555,17.852375030517578,14.131917953491213,"c(28.5293994137931, -30.9223729035927)",0.13909774721789178,794.8936149510945,376.1476433754812,297.75800841594014,862.2841801302367,0.3,475,365,1,0.5913849414396772,190.85459999999995,766.9666809793513,852.185201088168,190.85459999999995,0,85.2185201088168,0,20091.504798213347,85.2185201088168,0.013942759594222393,226.76987415418492,617.6151766979874,617.6151766979874,103.45815726351425,NA,NA,NA,13.374235272416817,NA,NA
