n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
4,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3175184931005, -30.868978618097)"
5,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.318295522042, -30.868978618097)"
6,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3190725509834, -30.868978618097)"
7,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.4,0.4,755,14.3,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3159644352176, -30.8682015891556)"
8,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3167414641591, -30.8682015891556)"
9,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3175184931005, -30.8682015891556)"
10,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.318295522042, -30.8682015891556)"
11,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3190725509834, -30.8682015891556)"
12,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,755,14.3,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3159644352176, -30.8674245602141)"
13,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.46,0.46,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3167414641591, -30.8674245602141)"
14,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.42,0.42,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3175184931005, -30.8674245602141)"
15,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.318295522042, -30.8674245602141)"
16,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.39,0.39,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3190725509834, -30.8674245602141)"
17,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,749,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3167414641591, -30.8666475312727)"
18,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,749,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3175184931005, -30.8666475312727)"
19,TSTAUTS002,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,749,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.318295522042, -30.8666475312727)"
1,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.49,0.49,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.306334324092, -30.8552080866596)"
2,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3071112996719, -30.8552080866596)"
3,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3078882752518, -30.8552080866596)"
4,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3086652508317, -30.8552080866596)"
5,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.305557348512, -30.8544311110797)"
6,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.306334324092, -30.8544311110797)"
7,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3071112996719, -30.8544311110797)"
8,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.49,0.49,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3078882752518, -30.8544311110797)"
9,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3086652508317, -30.8544311110797)"
10,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.305557348512, -30.8536541354998)"
11,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.46,0.46,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.306334324092, -30.8536541354998)"
12,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3071112996719, -30.8536541354998)"
13,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3078882752518, -30.8536541354998)"
14,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3086652508317, -30.8536541354998)"
15,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.46,0.46,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3094422264116, -30.8536541354998)"
16,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.306334324092, -30.8528771599198)"
17,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3071112996719, -30.8528771599198)"
18,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.46,0.46,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3078882752518, -30.8528771599198)"
19,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3086652508317, -30.8528771599198)"
20,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3071112996719, -30.8521001843399)"
21,TSTAUTS003,TSTAUTS,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3078882752518, -30.8521001843399)"
1,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.41,0.41,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4277932877259, -30.8758200838287)"
2,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.428570307111, -30.8758200838287)"
3,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4293473264961, -30.8758200838287)"
4,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4301243458813, -30.8758200838287)"
5,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4270162683408, -30.8750430644436)"
6,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4277932877259, -30.8750430644436)"
7,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.428570307111, -30.8750430644436)"
8,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4293473264961, -30.8750430644436)"
9,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4301243458813, -30.8750430644436)"
10,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,771,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4309013652664, -30.8750430644436)"
11,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4277932877259, -30.8742660450585)"
12,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.428570307111, -30.8742660450585)"
13,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.46,0.46,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4293473264961, -30.8742660450585)"
14,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4301243458813, -30.8742660450585)"
15,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.48,0.48,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4309013652664, -30.8742660450585)"
16,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4277932877259, -30.8734890256734)"
17,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.42,0.42,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.428570307111, -30.8734890256734)"
18,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.45,0.45,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4293473264961, -30.8734890256734)"
19,TSTABTL001,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,770,15,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4301243458813, -30.8734890256734)"
1,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.49,0.49,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.440134145493, -30.930097930891)"
2,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4409113755069, -30.930097930891)"
3,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4416886055209, -30.930097930891)"
4,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.46,0.46,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.439356915479, -30.929320700877)"
5,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.46,0.46,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.440134145493, -30.929320700877)"
6,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4409113755069, -30.929320700877)"
7,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4416886055209, -30.929320700877)"
8,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4424658355348, -30.929320700877)"
9,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.439356915479, -30.9285434708631)"
10,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.48,0.48,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.440134145493, -30.9285434708631)"
11,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4409113755069, -30.9285434708631)"
12,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.41,0.41,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4416886055209, -30.9285434708631)"
13,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4424658355348, -30.9285434708631)"
14,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.46,0.46,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.439356915479, -30.9277662408491)"
15,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.440134145493, -30.9277662408491)"
16,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.43,0.43,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4409113755069, -30.9277662408491)"
17,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4416886055209, -30.9277662408491)"
18,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,782,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4424658355348, -30.9277662408491)"
19,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.44,0.44,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.440134145493, -30.9269890108352)"
20,TSTABTL002,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.46,0.46,780,15.5,38.140625,16.54329490661621,13.342466354370117,"c(28.4409113755069, -30.9269890108352)"
1,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.45,0.45,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4074941623168, -30.874628318662)"
2,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4082711830661, -30.874628318662)"
3,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,768,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4090482038154, -30.874628318662)"
4,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.43,0.43,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4067171415675, -30.8738512979127)"
5,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4074941623168, -30.8738512979127)"
6,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.42,0.42,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4082711830661, -30.8738512979127)"
7,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,768,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4090482038154, -30.8738512979127)"
8,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.47,0.47,768,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4098252245647, -30.8738512979127)"
9,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.44,0.44,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4067171415675, -30.8730742771634)"
10,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.41,0.41,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4074941623168, -30.8730742771634)"
11,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.41,0.41,767,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4082711830661, -30.8730742771634)"
12,TSTABTL003,TSTABTL,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.10000000149011612,0.46,0.46,768,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.4090482038154, -30.8730742771634)"
