n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
16,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,846,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0860051198021, -28.5588788804046)"
17,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.48,0.48,840,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1127831925816, -28.5495395453105)"
18,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.5,0.5,842,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1192402713916, -28.5537060233792)"
19,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.5,0.5,841,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1040068085208, -28.5553134560643)"
20,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.51,0.51,841,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0927066760924, -28.5527035526495)"
21,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,852,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1233701488685, -28.5826151491778)"
22,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.52,0.52,838,17.7,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1278464475246, -28.5551720790797)"
23,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.44,0.44,849,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.129522858976, -28.5783669616404)"
24,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.49,0.49,848,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1116063376327, -28.5624400325451)"
25,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.49,0.49,841,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1027394705365, -28.5525375172455)"
26,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,843,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1362352960541, -28.5757276525823)"
27,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.47,0.47,837,18.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1472731386736, -28.5756662795361)"
28,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.51,0.51,859,16.9,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1094735253702, -28.579938335438)"
29,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,837,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0895687060376, -28.5492423279899)"
30,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.45,0.45,835,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1532384957787, -28.5484991777563)"
31,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.42,0.42,840,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0854552789012, -28.5540523481775)"
32,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.5,0.5,847,17.9,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1585574217744, -28.563124106912)"
33,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,847,17.9,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.162212952433, -28.5622626232401)"
34,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.47,0.47,837,18.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1462693510736, -28.5753477587275)"
35,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.47,0.47,850,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1451505171936, -28.5688044968915)"
36,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.49,0.49,849,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.126097722058, -28.5755166149692)"
37,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.43,0.43,842,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.089153708358, -28.5677440407998)"
38,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.5,0.5,852,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1191425566413, -28.5774844324149)"
39,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.46,0.46,838,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1597263302006, -28.5698217487682)"
40,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.48,0.48,841,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1303292136425, -28.5455091430453)"
41,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.48,0.48,832,18.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1492603422601, -28.5494505101507)"
42,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.43,0.43,848,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0917403826761, -28.5655866934159)"
43,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.48,0.48,852,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1173093931354, -28.5796484722254)"
44,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.4,0.4,852,16.8,40.32973861694336,8.13408088684082,6.917052268981934,"c(31.0876651718807, -28.5851368573682)"
45,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.46,0.46,832,18.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1461777302216, -28.5494809476895)"
46,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.43,0.43,849,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1130186348338, -28.5720327053125)"
47,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.45,0.45,848,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0925802351052, -28.5596843078891)"
48,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.44,0.44,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1304483394488, -28.5662087279241)"
49,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.48,0.48,843,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1343180955639, -28.5827534145922)"
50,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,839,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1636576420929, -28.576920098467)"
51,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.48,0.48,849,17.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1078468848725, -28.5600554899903)"
52,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.48,0.48,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1300220086693, -28.5637829698513)"
53,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.44,0.44,851,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0995267971524, -28.5816889879921)"
54,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.46,0.46,858,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1541900158488, -28.5611364914958)"
55,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,848,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0995254194017, -28.5606082955278)"
56,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.46,0.46,847,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.149057665548, -28.5550846894043)"
57,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.43,0.43,850,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1433460785953, -28.5736123944066)"
58,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.41,0.41,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.129968289418, -28.5701838642946)"
59,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.45,0.45,843,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.140725693187, -28.5759405359202)"
60,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.45,0.45,843,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1195147869793, -28.5590572689815)"
61,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,842,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0902303009513, -28.5701700909409)"
62,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.51,0.51,841,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.093397374768, -28.5504370533731)"
63,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.48,0.48,844,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1545223349808, -28.5546297298266)"
64,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.45,0.45,846,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0841302852187, -28.5625364794231)"
65,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.46,0.46,838,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1635197390749, -28.5699675959001)"
66,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.52,0.52,847,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1436108852249, -28.5527328452171)"
67,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.43,0.43,848,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0954728911956, -28.5620847272127)"
68,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.45,0.45,850,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1450148824971, -28.5667442246071)"
69,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.43,0.43,843,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0973272446056, -28.569642656527)"
70,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.48,0.48,844,18,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1556400715333, -28.5770749267518)"
71,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,835,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1566851457732, -28.5444245221187)"
72,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.5,0.5,847,17.9,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1596457226187, -28.5647328100076)"
73,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,844,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1513971622624, -28.5537503179303)"
74,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.5,0.5,850,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1433707205582, -28.5721925748998)"
75,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.45,0.45,855,17.2,40.32973861694336,8.13408088684082,6.917052268981934,"c(31.131781553924, -28.5877552045818)"
76,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.47,0.47,855,17.2,40.32973861694336,8.13408088684082,6.917052268981934,"c(31.129263298138, -28.5863964085658)"
77,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.48,0.48,856,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1477893726508, -28.5647908714578)"
78,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,849,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1164498902246, -28.5743098020956)"
79,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.54,0.54,842,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1206493546638, -28.5505203947842)"
80,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,855,17.2,40.32973861694336,8.13408088684082,6.917052268981934,"c(31.1317528088858, -28.5842086348809)"
81,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.48,0.48,847,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1444821377686, -28.5543136129388)"
82,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.52,0.52,838,17.7,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1274570052251, -28.5557545020323)"
83,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.46,0.46,843,17.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1407642683088, -28.5794890730823)"
84,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,841,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1036567725667, -28.5545059437711)"
85,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,843,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1199923437193, -28.5651308522043)"
86,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.47,0.47,851,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1249589891782, -28.5704578056442)"
87,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.46,0.46,835,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1529581578472, -28.5499893823603)"
88,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.46,0.46,835,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1530678726665, -28.5473067217149)"
89,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.44,0.44,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1262955722841, -28.5703737778451)"
90,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.48,0.48,842,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1190321629645, -28.558013664306)"
91,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.47,0.47,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1273629952299, -28.5587495989197)"
92,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.51,0.51,841,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1020069835509, -28.550008514293)"
93,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0,0.46,0.46,846,17,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.0914652410262, -28.5597083037657)"
94,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.49,0.49,850,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1438639014478, -28.5692935536237)"
95,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.48,0.48,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1553798500503, -28.5744626361523)"
96,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.46,0.46,854,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1266884070101, -28.5685590559598)"
97,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.47,0.47,852,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1385486749276, -28.5677236542125)"
98,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.45,0.45,856,16.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1069575371272, -28.5801876231812)"
99,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.20000000298023224,0.47,0.47,847,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1427869491623, -28.5538610278305)"
100,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.52,0.52,841,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.10763582562, -28.5521861258307)"
1,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.48,0.48,889,16.3,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1851533343631, -28.5092212656488)"
2,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.38,0.38,858,17.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1518391176758, -28.5260497530983)"
3,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.47,0.47,848,17.7,34.46723556518555,6.196231842041016,6.748783588409424,"c(31.1744907772023, -28.4985157718548)"
4,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.42,0.42,889,16.3,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1909435583027, -28.5122141136649)"
5,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.45,0.45,873,16.8,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.182261718399, -28.5184538163776)"
6,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.4,0.4,858,17.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1532309900791, -28.521960924344)"
7,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.45,0.45,852,17.6,34.46723556518555,6.196231842041016,6.748783588409424,"c(31.1815858468061, -28.4992838582469)"
8,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.46,0.46,889,16.3,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1863812696924, -28.5127901663317)"
9,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.20000000298023224,0.47,0.47,845,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1471201273437, -28.5089700681649)"
10,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.48,0.48,852,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1475373797983, -28.5044531459975)"
11,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.38,0.38,871,17,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.178748697133, -28.529225596058)"
12,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.41,0.41,852,17.3,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1493092539492, -28.5303407780299)"
13,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.44,0.44,869,17.1,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1866823663932, -28.5394234548857)"
14,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.48,0.48,845,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1449343016636, -28.5162313133959)"
15,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.10000000149011612,0.4,0.4,848,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1470729572934, -28.5236881113943)"
16,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.41,0.41,885,16.5,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.190921385368, -28.5187672875863)"
17,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.30000001192092896,0.44,0.44,832,18.1,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1440546725373, -28.543342642384)"
18,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.30000001192092896,0.45,0.45,848,17.5,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1497535298184, -28.5416030465286)"
19,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.4,0.4,866,16.8,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1606599249513, -28.5279296616394)"
20,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0.20000000298023224,0.45,0.45,871,17,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1788697103655, -28.5273025695658)"
21,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.43,0.43,835,18.2,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1645846854317, -28.547169493546)"
22,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.47,0.47,848,17.6,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1508187907609, -28.5052045161088)"
23,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.46,0.46,852,17.6,34.46723556518555,6.196231842041016,6.748783588409424,"c(31.1765937585109, -28.4932292367752)"
24,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.39,0.39,880,16.7,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1916956133592, -28.5074805391986)"
25,Sappi Esigcalabeni Reference,uMfolozi-uMhlatuze,3069.402617923212,0.1934783745619999,593.8630293921302,0.1170000027120114,0,0.46,0.46,861,17.3,25.47395133972168,6.118031024932861,4.001478672027588,"c(31.1822841092347, -28.5341679075565)"
