n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
32,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.53,0.53,736,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.607463701426, -31.1060751753026)"
33,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.47,0.47,783,16,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.603539903939, -31.1481612454284)"
34,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,790,15.8,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6188139459227, -31.1409571734067)"
35,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.47,0.47,769,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5819925823283, -31.1316538543796)"
36,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.46,0.46,769,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.582662143463, -31.1305951885537)"
37,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.52,0.52,747,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6173613766672, -31.1221437814534)"
38,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.47,0.47,790,15.8,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6219674657761, -31.1350676340055)"
39,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.44,0.44,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6067734573031, -31.1283119308972)"
40,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,751,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5978620757522, -31.1409771849415)"
41,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,742,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5959816432673, -31.1321642968073)"
42,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,751,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5960971059502, -31.1333437551491)"
43,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.46,0.46,805,15.3,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5700477595734, -31.1358731171097)"
44,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.45,0.45,826,14.7,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5738839866575, -31.1541322936091)"
45,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.52,0.52,741,16.8,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6044968183994, -31.1137757697537)"
46,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.45,0.45,814,15.2,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.600530370661, -31.1531920699755)"
47,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,752,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6114859954301, -31.1223165384911)"
48,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.47,0.47,735,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6026355468501, -31.089284974744)"
49,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6030903920832, -31.1190183415032)"
50,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.52,0.52,746,16.8,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6167800410811, -31.1143048292668)"
51,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,742,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5945565824568, -31.1288977208952)"
52,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,769,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5831284053446, -31.1281462547934)"
53,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,768,16.2,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6113271423973, -31.1416312421139)"
54,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.47,0.47,733,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6081743899821, -31.0998038365887)"
55,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.43,0.43,733,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6096639873248, -31.0938646676679)"
56,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,760,16.4,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5933983249448, -31.1450612102728)"
57,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.48,0.48,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.58767388293, -31.1368840007607)"
58,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.44,0.44,760,16.4,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5967557103974, -31.1458695836191)"
59,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5874766529506, -31.1249698105712)"
60,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.52,0.52,767,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5787759546796, -31.1459912036837)"
61,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,790,15.8,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6203717594848, -31.138429774236)"
62,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.46,0.46,731,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5954530261309, -31.0985059772676)"
63,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.45,0.45,818,15.1,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.613310339793, -31.1417686124251)"
64,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.41,0.41,818,15.1,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6162352728165, -31.1429922338295)"
65,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.51,0.51,752,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6022804302946, -31.1336487203745)"
66,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.44,0.44,783,16,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6055160908839, -31.1457006941303)"
67,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.52,0.52,747,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5876858711769, -31.1265437058989)"
68,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.43,0.43,805,15.3,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5705669534254, -31.1355736092443)"
69,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.54,0.54,747,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6095910068163, -31.114668686464)"
70,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,767,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5811070339771, -31.1438361418914)"
71,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,747,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5906914598553, -31.1318705808851)"
72,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6065723359166, -31.1222684272856)"
73,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.51,0.51,769,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5753082514212, -31.1314662176427)"
74,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.55,0.55,752,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6071120517192, -31.1403299736178)"
75,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.54,0.54,767,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5819072904475, -31.1395051781091)"
76,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.48,0.48,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5915749591533, -31.1405872537641)"
77,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.46,0.46,826,14.7,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5746697917334, -31.1522984753495)"
78,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.46,0.46,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5837783294981, -31.1360255967634)"
79,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.55,0.55,736,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.607617925218, -31.1077920501553)"
80,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.54,0.54,747,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6149868102799, -31.1127493428425)"
81,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.44,0.44,767,16.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5763535725769, -31.147722688731)"
82,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5887975807002, -31.1393601509734)"
83,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.49,0.49,736,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6028959147614, -31.1027028356177)"
84,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.43,0.43,805,15.3,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5738663007891, -31.1359132183039)"
85,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.52,0.52,733,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6058724048385, -31.0926972517068)"
86,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.43,0.43,777,16,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5893532290082, -31.1575413333981)"
87,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.49,0.49,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5842186985618, -31.136632653176)"
88,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.44,0.44,812,15.2,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5764962306749, -31.1587826325362)"
89,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,745,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5897239453529, -31.1399377756556)"
90,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.48,0.48,780,15.9,36.560768127441406,18.423860549926758,17.008939743041992,"c(28.5814297056833, -31.1502681257147)"
91,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,745,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5907835273838, -31.1244227458696)"
92,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.56,0.56,752,16.6,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6018575632105, -31.1390172654277)"
93,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.51,0.51,733,16.9,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6038631686216, -31.0922448080177)"
94,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.47,0.47,783,16,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6000706209063, -31.1473661352696)"
95,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,742,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5968046155305, -31.1322856964198)"
96,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.5,0.5,753,16.4,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.584612120331, -31.1426094820514)"
97,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.55,0.55,757,16.5,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6132418231631, -31.1261986552742)"
98,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0.10000000149011612,0.44,0.44,731,17,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5961393837172, -31.1075796593644)"
99,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.51,0.51,757,16.5,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.6102327933249, -31.1324228768702)"
100,Upper Sinxaku,Tsitsa,2333.39558192116,0.7387697739386773,1723.8421265654038,0.018042813770085635,0,0.53,0.53,742,16.7,30.253639221191406,18.10358238220215,17.367231369018555,"c(28.5980728272452, -31.1297812774207)"
1,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5427984491984, -30.9068958047361)"
2,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.45,0.45,789,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5386200736605, -30.9357671185346)"
3,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.38,0.38,802,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5379374531991, -30.9107084367687)"
4,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,794,14.7,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5327294332036, -30.8988082186701)"
5,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.42,0.42,796,14.9,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5279690579138, -30.9104183162622)"
6,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,795,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5177401060215, -30.8885161963341)"
7,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.47,0.47,784,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5209408889556, -30.937193172033)"
8,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.5,0.41,0.41,787,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5322553273769, -30.9375036325827)"
9,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.48,0.48,788,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5133018747399, -30.928407320258)"
10,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.36,0.36,805,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5424890071529, -30.9139663006067)"
11,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,794,14.7,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5314295906576, -30.8953325298882)"
12,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5172180962508, -30.9055495857656)"
13,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.43,0.43,784,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5205555527257, -30.9385500848351)"
14,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,801,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5486383042584, -30.9311720965123)"
15,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.46,0.46,796,14.9,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5321111738542, -30.9137793724692)"
16,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.42,0.42,794,14.7,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5312362434955, -30.8942263085795)"
17,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.49,0.49,788,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5136820225155, -30.9292940072878)"
18,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5432267493401, -30.9026132448084)"
19,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.34,0.34,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5192700606512, -30.9043196128795)"
20,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,801,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5490805007625, -30.9310929323443)"
21,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.42,0.42,783,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5093459176838, -30.9375270205155)"
22,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5237190238984, -30.9072704904764)"
23,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,796,14.9,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.526870517687, -30.9152507143322)"
24,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.41,0.41,796,15.1,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.529127866118, -30.930365625648)"
25,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,805,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5429470981891, -30.9144479794837)"
26,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.45,0.45,796,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5393178569972, -30.8995073543611)"
27,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.44,0.44,787,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5041802231227, -30.9360965177536)"
28,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,805,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5438726648831, -30.9148386973121)"
29,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5226487622241, -30.9034088597086)"
30,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,805,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5465966758535, -30.9095944343192)"
31,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,796,14.7,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5332962280458, -30.9053302346975)"
32,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,793,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5438501677799, -30.9376576852642)"
33,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,800,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5412174644219, -30.9029943954736)"
34,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.49,0.49,788,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5088812746187, -30.9313535904033)"
35,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.34,0.34,803,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5410143303888, -30.9205928465272)"
36,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.46,0.46,800,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5368101831139, -30.932012748024)"
37,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.45,0.45,796,15.1,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5310946472324, -30.9275318212679)"
38,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,795,15.1,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5314666783989, -30.918609525628)"
39,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.43,0.43,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5427982120873, -30.906000487348)"
40,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.44,0.44,784,15.6,38.140625,16.54329490661621,13.342466354370117,"c(28.4991931242643, -30.9392251725236)"
41,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,797,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.547441827736, -30.9426865690889)"
42,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,803,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5338599673265, -30.9178371588864)"
43,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,795,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5169059318776, -30.8892708523615)"
44,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.41,0.41,787,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5063292752812, -30.9354942677462)"
45,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.45,0.45,793,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.522442308313, -30.9303535575953)"
46,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.37,0.37,805,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5431291038796, -30.9141130923159)"
47,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5234383847354, -30.9002820371244)"
48,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.46,0.46,787,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5021588604788, -30.9345176927721)"
49,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,803,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5371017945072, -30.9198887727722)"
